date,tsx_cad,sp500_usd,vt_usd,usd_cad,sp500_cad,vt_cad
2022-11-01,20453.3,4080.110107,84.62,1.34571,5490.6449720909695,113.8739802
2022-12-01,19384.9,3839.5,80.27,1.358542857142857,5216.1253,109.05023514285713
2023-01-01,20767.4,4076.600098,87.04,1.34222,5471.69418353756,116.8268288
2023-02-01,20221.2,3970.149902,84.28,1.345442105263158,5341.606842357201,113.39386063157896
2023-03-01,20099.9,4109.310059,86.4,1.3682739130434782,5622.661754336857,118.21886608695652
2023-04-01,20636.5,4169.47998,87.91,1.3484450000000001,5622.314431631101,118.54179995000001
2023-05-01,19572.2,4179.830078,86.85,1.3517181818181818,5649.952313343109,117.39672409090909
2023-06-01,20155.3,4450.379883,91.28,1.3286047619047618,5912.795904838957,121.27504266666666
2023-07-01,20626.6,4588.959961,95.31,1.3211249999999999,6062.589728476124,125.91642374999999
2023-08-01,20292.6,4507.660156,92.6,1.3478391304347825,6075.600744958556,124.80990347826085
2023-09-01,19541.3,4288.049805,88.29,1.35309,5802.117310647449,119.4643161
2023-10-01,18873.5,4193.799805,86.08,1.3712190476190476,5750.618174517047,118.03453561904762
2023-11-01,20236.3,4567.799805,93.83,1.370665,6260.923319720325,128.60949695
2023-12-01,20958.4,4769.830078,97.89,1.34162,6399.29942924636,131.3311818
2024-01-01,21021.9,4845.649902,98.67,1.3422714285714286,6504.177416314543,132.44192185714286
2024-02-01,21363.6,5096.27002,103.1,1.349995,6879.9390456499,139.1844845
2024-03-01,22167.0,5254.350098,105.98,1.353557142857143,7112.063106220029,143.44998600000002
2024-04-01,21714.5,5035.689941,102.58,1.3673545454545455,6885.573530326082,140.26322927272727
2024-05-01,22269.1,5277.509766,107.29,1.366659090909091,7212.55669906541,146.62885386363638
2024-06-01,21875.8,5460.47998,108.44,1.370536842105263,7483.78898816821,148.62101515789473
2024-07-01,23110.8,5522.299805,111.15,1.3714272727272727,7573.432560753499,152.43414136363637
2024-08-01,23346.2,5648.399902,113.75,1.3655,7712.890066180999,155.325625
2024-09-01,24000.4,5762.47998,115.84,1.3546200000000002,7805.970630507601,156.91918080000002
2024-10-01,24156.9,5705.450195,113.71,1.375668181818182,7848.806296209842,156.42722895454546
2024-11-01,25648.0,6032.379883,118.42,1.397278947368421,8428.917413044679,165.46577294736844
2024-12-01,24727.9,5881.629883,114.09,1.424704761904762,8379.586102071447,162.5445662857143
2025-01-01,25533.1,6040.529785,118.46,1.438861904761905,8691.48819221612,170.44758123809524
2025-02-01,25393.5,5954.5,117.97,1.429863157894737,8514.12017368421,168.68095673684212
2025-03-01,24917.5,5611.850098,113.45,1.4355761904761903,8056.238385210275,162.8661188095238
2025-04-01,24841.7,5569.060059,114.45,1.3981409090909092,7786.330693672133,160.01722704545455
2025-05-01,26175.1,5911.689941,121.1,1.386695238095238,8197.712290280218,167.92879333333332
2025-06-01,26857.1,6204.950195,126.16,1.36683,8481.11207503185,172.4392728
2025-07-01,27259.8,6339.390137,128.15,1.3691090909090908,8679.316667386127,175.45132999999998
2025-08-01,28564.5,6460.259766,131.94,1.3797190476190475,8913.343451717172,182.04013114285712
2025-09-01,30022.8,6688.459961,135.91,1.3834285714285715,9253.006608903428,188.02177714285713
