date,canada_rent,canada_vacancy,toronto_rent,toronto_vacancy,vancouver_rent,vancouver_vacancy,calgary_rent,calgary_vacancy,ottawa_rent,ottawa_vacancy,montreal_rent,montreal_vacancy,edmonton_rent,edmonton_vacancy,canada_rent_index_1999,toronto_rent_index_1999,vancouver_rent_index_1999,calgary_rent_index_1999,edmonton_rent_index_1999,canada_rent_index_2008,toronto_rent_index_2008,vancouver_rent_index_2008,calgary_rent_index_2008,ottawa_rent_index_2008,montreal_rent_index_2008,edmonton_rent_index_2008
2005-03-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2005-04-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2005-05-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2005-06-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2005-07-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2005-08-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2005-09-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2005-10-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2005-11-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2005-12-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2006-01-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2006-02-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2006-03-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2006-04-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2006-05-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2006-06-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2006-07-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2006-08-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2006-09-01,703.0,2.8,977.0,3.8,881.0,0.7,732.0,1.7,857.0,3.4,604.0,2.1,673.0,4.5,119.96587030716724,120.91584158415843,117.62349799732976,114.01869158878503,132.48031496062993,94.23592493297586,98.58728557013117,93.03062302006336,74.2393509127789,96.40044994375702,96.64,76.045197740113
2006-10-01,724.0,2.7,995.0,3.4,915.0,0.4,860.0,0.5,867.0,2.5,604.0,3.0,745.0,1.1,123.54948805460751,123.14356435643565,122.16288384512683,133.95638629283488,146.6535433070866,97.05093833780161,100.40363269424823,96.62090813093981,87.2210953346856,97.52530933633295,96.64,84.18079096045197
