date,canada_house_real,canada_house_real_index_1999,tsx_cad,tsx_real,tsx_real_index_1999,sp500_usd,usd_cad,sp500_cad,sp500_real,sp500_real_index_1999,bc_vancouver,bc_vancouver_real,bc_vancouver_real_index_1999,on_toronto,on_toronto_real,on_toronto_real_index_1999,qc_montreal,qc_montreal_real,qc_montreal_real_index_1999,ab_calgary,ab_calgary_real,ab_calgary_real_index_1999,on_ottawa,on_ottawa_real,on_ottawa_real_index_1999,ab_edmonton,ab_edmonton_real,ab_edmonton_real_index_1999
1999-12-01,60.0764,102.6026215789249,8413.8,8225.230309498398,130.2965499627481,1469.25,1.4722086956521738,2163.0426260869563,2114.564616324068,114.01120682549046,67.63,66.11427961579508,99.94600093090715,70.84,69.25233724653148,102.85509764819767,61.65,60.268303094983985,102.67172588583303,71.21,69.61404482390607,100.4096997315824,64.78,63.328153681963705,102.01055683306011,63.9,62.46787620064033,102.03834727317924
2000-01-01,60.0764,102.6026215789249,8481.1,8308.756791443851,131.6196998343633,1394.459961,1.4486,2020.0146995046002,1978.9662724558434,106.70013640058704,67.77,66.39285561497326,100.36712866964965,72.86,71.37942245989305,106.01429148951887,61.08,59.838802139037426,101.9400377155663,70.7,69.26331550802139,99.9038158200222,65.61,64.2767486631016,103.5385770990683,64.75,63.43422459893048,103.61683207927226
2000-02-01,60.0764,102.6026215789249,9129.0,8886.465462274176,140.77123041288476,1366.420044,1.45121,1982.96243205324,1930.280114517288,104.07511961017062,67.69,65.89164718384697,99.6094439665109,71.6,69.69776833156216,103.51666171329595,61.54,59.90503719447396,102.05287426656552,71.85,69.94112646121147,100.88147477457301,66.46,64.69432518597236,104.2112196938988,64.5,62.786397449521786,102.55863680091765
2000-03-01,60.0711,102.59356987319073,9462.4,9142.994092827004,144.8349215522202,1498.579956,1.4607739130434783,2189.0865063346437,2115.1932909309426,114.04510314158172,67.65,65.36645569620254,98.81550369796301,73.06,70.59383966244725,104.84752660396146,61.9,59.81054852320674,101.89190549098252,72.11,69.67590717299578,100.49892856338639,65.51,63.29869198312237,101.96309919961723,65.12,62.92185654008439,102.77990287501535
2000-04-01,60.0711,102.59356987319073,9347.6,9060.742433862433,143.53196625631557,1452.430054,1.4688750000000002,2133.43819556925,2067.96760544067,111.49883080053262,68.06,65.97138624338623,99.72998676248864,72.78,70.54653968253967,104.7772756312783,62.22,60.31060317460317,102.74378735026093,72.67,70.43991534391535,101.60091640547432,66.43,64.39140740740741,103.72327224131351,65.26,63.25731216931217,103.32785391916394
2000-05-01,60.0711,102.59356987319073,9252.0,8930.276080084297,141.46523801359635,1420.599976,1.4957363636363636,2124.843042284145,2050.954928063516,110.58155645283551,68.22,65.84775553213909,99.5430922632488,73.78,71.21441517386722,105.76921903143803,62.46,60.28805057955742,102.70536725648623,72.89,70.355363540569,101.47896082586038,68.59,66.20488935721812,106.64447383572508,66.2,63.89799789251844,104.3743840126077
2000-06-01,60.7041,103.6746509542718,10195.5,9779.139267015706,154.9121495875886,1454.599976,1.4770454545454543,2148.510282732727,2060.770072233694,111.11076063196981,68.78,65.9711832460733,99.72967988824382,73.77,70.75740314136125,105.0904546878973,63.38,60.79170680628272,103.56338467850547,73.72,70.709445026178,101.98967983005628,67.68,64.91610471204189,104.56846764182006,66.32,63.611643979057575,103.90663831927078
2000-07-01,60.7041,103.6746509542718,10406.3,9950.073903966597,157.61993923307932,1430.829956,1.4777850000000001,2114.45904652746,2021.758336763208,109.00736071360795,69.11,66.08012526096033,99.89436925315242,74.45,71.18601252609604,105.72703479295416,64.07,61.26108559498956,104.36300782792087,73.1,69.89519832985386,100.81522909253404,68.06,65.07615866388309,104.82628650754367,67.08,64.13912317327765,104.76825085474952
2000-08-01,60.7041,103.6746509542718,11247.9,10766.015047021943,170.5453300017733,1517.680054,1.482813043478261,2250.4357798979913,2154.0221257957783,116.13864158840548,68.54,65.60359456635318,99.17399027415445,74.8,71.59540229885056,106.33506950668432,64.79,62.01425287356322,105.6460866670583,74.04,70.86796238244514,102.21832162475862,69.62,66.6373249738767,107.34105182647666,67.18,64.30185997910135,105.03407379794405
2000-09-01,60.0071,102.48426625677811,10377.9,9891.942143600416,156.69906923504072,1436.51001,1.48643,2135.2715741642996,2035.284871940165,109.73667235903461,68.54,65.33053069719043,98.76119530943375,74.65,71.1544224765869,105.68011655515654,64.46,61.44158168574401,104.6704969092743,73.7,70.24890738813737,101.32541091610756,69.1,65.86430801248699,106.09585697887725,67.32,64.16765868886576,104.81486228171472
2000-10-01,60.0071,102.48426625677811,9639.6,9169.131464174456,145.24896580186697,1429.400024,1.5124761904761905,2161.933502966095,2056.418576030055,110.87614054524204,67.92,64.60510903426791,97.66456392179578,75.48,71.7961370716511,106.63320521558161,64.77,61.60884735202492,104.95544693701007,73.78,70.17910695742472,101.22473237764997,70.55,67.10674974039459,108.09721285501708,67.26,63.97732087227415,104.50395438136908
2000-11-01,60.0071,102.48426625677811,8819.9,8363.383436853,132.48504501802717,1314.949951,1.5426380952380954,2028.4918877440668,1923.497483616527,103.70941977367572,67.8,64.29068322981367,97.18924146608263,75.4,71.49730848861284,106.18937841766352,64.84,61.48389233954452,104.7425763876397,73.49,69.68616977225672,100.51373110090395,72.73,68.96550724637682,111.09134543552968,67.47,63.97776397515528,104.5046781691527
2000-12-01,60.2182,102.84479740403911,8933.7,8462.53278179938,134.05567794761956,1320.280029,1.521875,2009.3011691343752,1903.3297527684463,102.62203407017401,68.14,64.54626680455014,97.57561119357541,75.52,71.53704239917269,106.24839209739001,64.54,61.136132368148914,104.15014032052625,74.48,70.55189245087901,101.76242961326845,72.12,68.31635987590487,110.04568278979522,67.86,64.28103412616339,105.00005574348805
2001-01-01,60.2182,102.84479740403911,9321.9,8866.93707165109,140.46187957056554,1366.01001,1.5032,2053.386247032,1953.1690574053084,105.30922519459082,68.35,65.01412253374869,98.28287609032303,75.59,71.90076843198338,106.78860601809504,64.53,61.38056074766355,104.56654301135187,74.5,70.86396677050882,102.21255844585147,73.26,69.68448598130841,112.24949417092208,68.51,65.16631360332295,106.44611826743375
2001-02-01,60.2182,102.84479740403911,8078.7,7644.720247933884,121.10064232315625,1239.939941,1.5215631578947368,1886.6469322277737,1785.2981300833064,96.25811043217372,68.58,64.89595041322313,98.10423342890874,75.95,71.87004132231405,106.7429694375673,64.77,61.29061983471074,104.41332169456685,75.73,71.66185950413222,103.36342060310433,73.03,69.10690082644628,111.31910571270342,69.16,65.44479338842974,106.90100194124427
2001-03-01,59.9294,102.35156483497715,7608.0,7177.062821833161,113.69244256551336,1160.329956,1.558740909090909,1808.6537704608545,1706.2068524635865,91.99373754842155,68.09,64.23320288362513,97.10234751870766,76.82,72.46871266735323,107.63212931435204,65.18,61.48803295571577,104.74963024823809,75.23,70.96877445932029,102.36373064953163,73.67,69.49713697219362,111.94770775160056,68.8,64.90298661174047,106.01598597148067
2001-04-01,59.9294,102.35156483497715,7946.6,7442.827811860941,117.90244763509973,1249.459961,1.5577666666666665,1946.3670785804331,1822.9777545804463,98.28968678055611,67.22,62.95860940695296,95.17552442472102,76.87,71.99685071574642,106.93130954366022,65.7,61.53496932515337,104.82958999174339,75.58,70.78862985685072,102.10389421152564,74.39,69.67406952965234,112.23271509286783,69.25,64.859918200409,105.94563574062235
2001-05-01,59.9294,102.35156483497715,8161.9,7582.45476673428,120.11428971334422,1255.819946,1.54105,1935.2813277833002,1797.8881300704898,96.93692680949823,69.15,64.24077079107505,97.1137880439532,77.02,71.55204868154158,106.27067975871319,65.79,61.11931034482759,104.12148269987665,75.58,70.2142799188641,101.27546504956597,74.42,69.13663286004056,111.36699880805506,70.07,65.09545638945232,106.33037633036967
