date,house_price_at_purchase,down_payment,initial_loan_amount,mortgage_type,mortgage_term_years,mortgage_rate,mortgage_payment,mortgage_interest,mortgage_principal,mortgage_balance,house_price,owner_networth,year,rent,maintenance_cost,property_tax,depreciation_cost,owner_monthly_cost,purchase_cost,sale_cost,owner_monthly_unrecoverable_cost
2022-04-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,282.9503753374865,762.3221767436244,82458.37645192887,808700,726241.6235480711,2022,1214.0,404.6666666666667,673.9166666666666,673.9166666666666,2035.4503753374865,0.0,0.0,2035.4503753374865
2022-05-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,280.3584799365582,764.9140721445527,81693.46237978431,791600,709906.5376202157,2022,1214.0,404.6666666666667,659.6666666666666,659.6666666666666,2004.358479936558,0.0,0.0,2004.358479936558
2022-06-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,277.75777209126665,767.5147799898443,80925.94759979447,770800,689874.0524002055,2022,1214.0,404.6666666666667,642.3333333333334,642.3333333333334,1967.0911054246003,0.0,0.0,1967.0911054246003
2022-07-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,275.1482218393012,770.1243302418097,80155.82326955265,751500,671344.1767304473,2022,1214.0,404.6666666666667,626.25,626.25,1932.314888505968,0.0,0.0,1932.314888505968
2022-08-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,272.529799116479,772.7427529646319,79383.08051658802,736800,657416.9194834119,2022,1214.0,404.6666666666667,614.0,614.0,1905.1964657831456,0.0,0.0,1905.1964657831456
2022-09-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,269.9024737563993,775.3700783247116,78607.7104382633,726500,647892.2895617367,2022,1214.0,404.6666666666667,605.4166666666666,605.4166666666666,1885.402473756399,0.0,0.0,1885.402473756399
2022-10-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,267.26621549009525,778.0063365910157,77829.70410167228,718400,640570.2958983277,2022,1214.0,404.6666666666667,598.6666666666666,598.6666666666666,1869.266215490095,0.0,0.0,1869.266215490095
2022-11-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,264.62099394568577,780.6515581354251,77049.05254353685,711500,634450.9474564631,2022,1214.0,404.6666666666667,592.9166666666666,592.9166666666666,1855.1209939456858,0.0,0.0,1855.1209939456858
2022-12-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,261.9667786480253,783.3057734330856,76265.74677010377,703500,627234.2532298962,2022,1214.0,404.6666666666667,586.25,586.25,1839.133445314692,0.0,0.0,1839.133445314692
2023-01-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,259.3035390183528,785.9690130627581,75479.77775704101,696600,621120.222242959,2023,1314.0,438.0,580.5,580.5,1858.3035390183527,0.0,0.0,1858.3035390183527
2023-02-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,256.63124437393947,788.6413077071714,74691.13644933383,695000,620308.8635506661,2023,1314.0,438.0,579.1666666666666,579.1666666666666,1852.9645777072728,0.0,0.0,1852.9645777072728
2023-03-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,253.94986392773504,791.3226881533759,73899.81376118046,698400,624500.1862388195,2023,1314.0,438.0,582.0,582.0,1855.949863927735,0.0,0.0,1855.949863927735
2023-04-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,251.25936678801358,794.0131852930973,73105.80057588736,710800,637694.1994241127,2023,1314.0,438.0,592.3333333333334,592.3333333333334,1873.9260334546802,0.0,0.0,1873.9260334546802
2023-05-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,248.55972195801704,796.7128301230939,72309.08774576426,722400,650090.9122542357,2023,1314.0,438.0,602.0,602.0,1890.559721958017,0.0,0.0,1890.559721958017
2023-06-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,245.85089833559852,799.4216537455125,71509.66609201876,731300,659790.3339079813,2023,1314.0,438.0,609.4166666666666,609.4166666666666,1902.6842316689317,0.0,0.0,1902.6842316689317
2023-07-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,243.13286471286378,802.1396873682471,70707.5264046505,736100,665392.4735953495,2023,1314.0,438.0,613.4166666666666,613.4166666666666,1907.966198046197,0.0,0.0,1907.966198046197
2023-08-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,240.40558977581173,804.8669623052992,69902.6594423452,735400,665497.3405576549,2023,1314.0,438.0,612.8333333333334,612.8333333333334,1904.0722564424786,0.0,0.0,1904.0722564424786
2023-09-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,237.6690421039737,807.6035099771373,69095.05593236806,730100,661004.944067632,2023,1314.0,438.0,608.4166666666666,608.4166666666666,1892.502375437307,0.0,0.0,1892.502375437307
2023-10-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,234.92319017005144,810.3493619110595,68284.706570457,722500,654215.293429543,2023,1314.0,438.0,602.0833333333334,602.0833333333334,1877.0898568367184,0.0,0.0,1877.0898568367184
2023-11-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,232.16800233955382,813.1045497415571,67471.60202071544,712600,645128.3979792845,2023,1314.0,438.0,593.8333333333334,593.8333333333334,1857.8346690062208,0.0,0.0,1857.8346690062208
2023-12-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,229.4034468704325,815.8691052106784,66655.73291550476,706600,639944.2670844953,2023,1314.0,438.0,588.8333333333334,588.8333333333334,1845.0701135370991,0.0,0.0,1845.0701135370991
2024-01-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,226.62949191271622,818.6430601683946,65837.08985533637,702200,636362.9101446636,2024,1402.0,467.3333333333333,585.1666666666666,585.1666666666666,1864.2961585793828,0.0,0.0,1864.2961585793828
2024-02-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,223.84610550814367,821.4264465729673,65015.6634087634,703700,638684.3365912366,2024,1402.0,467.3333333333333,586.4166666666666,586.4166666666666,1864.0127721748104,0.0,0.0,1864.0127721748104
2024-03-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,221.05325558979558,824.2192964913154,64191.44411227209,705100,640908.5558877279,2024,1402.0,467.3333333333333,587.5833333333334,587.5833333333334,1863.5532555897958,0.0,0.0,1863.5532555897958
2024-04-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,218.25090998172513,827.0216420993858,63364.4224701727,703700,640335.5775298272,2024,1402.0,467.3333333333333,586.4166666666666,586.4166666666666,1858.4175766483918,0.0,0.0,1858.4175766483918
2024-05-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,215.4390363985872,829.8335156825237,62534.58895449017,701900,639365.4110455099,2024,1402.0,467.3333333333333,584.9166666666666,584.9166666666666,1852.6057030652537,0.0,0.0,1852.6057030652537
2024-06-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,212.6176024452666,832.6549496358443,61701.93400485433,703700,641998.0659951457,2024,1402.0,467.3333333333333,586.4166666666666,586.4166666666666,1852.784269111933,0.0,0.0,1852.784269111933
2024-07-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,209.78657561650473,835.4859764646062,60866.44802838973,703900,643033.5519716103,2024,1402.0,467.3333333333333,586.5833333333334,586.5833333333334,1850.2865756165047,0.0,0.0,1850.2865756165047
2024-08-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,206.94592329652508,838.3266287845859,60028.121399605145,703300,643271.8786003948,2024,1402.0,467.3333333333333,586.0833333333334,586.0833333333334,1846.445923296525,0.0,0.0,1846.445923296525
2024-09-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,204.0956127586575,841.1769393224534,59186.94446028269,702100,642913.0555397173,2024,1402.0,467.3333333333333,585.0833333333334,585.0833333333334,1841.5956127586578,0.0,0.0,1841.5956127586578
2024-10-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,201.23561116496117,844.0369409161498,58342.90751936654,700000,641657.0924806334,2024,1402.0,467.3333333333333,583.3333333333334,583.3333333333334,1835.2356111649615,0.0,0.0,1835.2356111649615
2024-11-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,198.36588556584624,846.9066665152646,57496.00085285128,701300,643803.9991471487,2024,1402.0,467.3333333333333,584.4166666666666,584.4166666666666,1834.532552232513,0.0,0.0,1834.532552232513
2024-12-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,195.48640289969435,849.7861491814166,56646.21470366986,700400,643753.7852963301,2024,1402.0,467.3333333333333,583.6666666666666,583.6666666666666,1830.153069566361,0.0,0.0,1830.153069566361
2025-01-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,250.65950006373907,826.3882661170477,55819.82643755281,700400,644580.1735624472,2025,1488.0,496.0,583.6666666666666,583.6666666666666,1913.9928333970724,0.0,0.0,1913.9928333970724
2025-02-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,247.00273198617114,830.0450341946156,54989.781403358196,694900,639910.2185966418,2025,1488.0,496.0,579.0833333333334,579.0833333333334,1901.169398652838,0.0,0.0,1901.169398652838
2025-03-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,243.32978270985998,833.7179834709268,54156.06341988727,690700,636543.9365801127,2025,1488.0,496.0,575.5833333333334,575.5833333333334,1890.496449376527,0.0,0.0,1890.496449376527
2025-04-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,239.64058063300115,837.4071855477856,53318.65623433948,685400,632081.3437656605,2025,1488.0,496.0,571.1666666666666,571.1666666666666,1877.9739139663343,0.0,0.0,1877.9739139663343
2025-05-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,235.93505383695216,841.1127123438346,52477.54352199565,684500,632022.4564780043,2025,1488.0,496.0,570.4166666666666,570.4166666666666,1872.7683871702852,0.0,0.0,1872.7683871702852
2025-06-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,232.2131300848307,844.8346360959561,51632.708885899694,681300,629667.2911141003,2025,1488.0,496.0,567.75,567.75,1863.7131300848307,0.0,0.0,1863.7131300848307
2025-07-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,228.4747368201061,848.5730293606807,50784.13585653901,680200,629415.864143461,2025,1488.0,496.0,566.8333333333334,566.8333333333334,1858.141403486773,0.0,0.0,1858.141403486773
2025-08-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,224.7198011651851,852.3279650156016,49931.80789152341,678600,628668.1921084765,2025,1488.0,496.0,565.5,565.5,1851.7198011651851,0.0,0.0,1851.7198011651851
2025-09-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,220.94824991999104,856.0995162607958,49075.70837526261,677600,628524.2916247374,2025,1488.0,496.0,564.6666666666666,564.6666666666666,1846.2815832533242,0.0,0.0,1846.2815832533242
2025-10-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,217.16000956053702,859.8877566202498,48215.82061864236,677000,628784.1793813576,2025,1488.0,496.0,564.1666666666666,564.1666666666666,1841.4933428938702,0.0,0.0,1841.4933428938702
2025-11-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,213.35500623749243,863.6927599432943,47352.12785869907,673800,626447.8721413009,2025,1488.0,496.0,561.5,561.5,1832.3550062374925,0.0,0.0,1832.3550062374925
2025-12-01,236900,47380.0,189520.0,fixed,5,0.053099999999999994,1077.0477661807868,209.53316577474334,867.5146004060434,46484.61325829302,671100,624615.386741707,2025,1488.0,496.0,559.25,559.25,1824.0331657747433,0.0,40266.0,42090.033165774745
